RICE,NSF.PROJECT.OBS,Oryza sativa,GSOR301099,GSOR301099,NSF-TV 107,Unknown,NSFTV107,GSOR301099,1882723,5.5,16,0,4.5,2,3,81,3,7.4,2.6,22.68,4,114,5,8.4,9.94,19
RICE,NSF.PROJECT.OBS,Oryza sativa,GSOR301100,GSOR301100,Moroberekan,Guinea,NSFTV108,IRGC12048,1882724,6.1,14,0,5,2,5,102,4,6.6,2.9,23.8,4,113,1,9.1,9.04,
RICE,NSF.PROJECT.OBS,Oryza sativa,GSOR301101,GSOR301101,MTU9,India,NSFTV109,IRGC7919,1882725,6.2,21,0,7.5,2,5,103,3,5.7,2.1,30.54,7,148,3,8.7,7.62,23.76
RICE,NSF.PROJECT.OBS,Oryza sativa,GSOR301102,GSOR301102,Mudgo,India,NSFTV110,IRGC6663,1882726,6.9,20,0,4.5,5,8,134,5,6.3,2.6,27.84,8,154,5,8.2,8.79,25
RICE,NSF.PROJECT.OBS,Oryza sativa,GSOR301104,GSOR301104,N12,India,NSFTV112,IRGC6298,1882727,6.8,1,1,4,3,5,108,2,6.6,1.9,23.34,9,161,3,8,8.75,
RICE,NSF.PROJECT.OBS,Oryza sativa,GSOR301105,GSOR301105,Norin 20,Japan,NSFTV113,IRGC418,1882728,7,13,1,8.5,3,0,59,4,5.1,2.9,27.31,2,91,5,8,7.33,14
RICE,NSF.PROJECT.OBS,Oryza sativa,GSOR301106,GSOR301106,Nova,United States,NSFTV114,CIor9459,1882729,6.9,22,0,1,2,3,85,2,6,2.8,20.87,3,109,3,9.3,8.14,14
RICE,NSF.PROJECT.OBS,Oryza sativa,GSOR301107,GSOR301107,NPE 835,Pakistan,NSFTV115,IRGC38696,1882730,6.4,20,9,2,,3,87,5,5.9,3.1,27.62,5,127,3,8.3,8.02,
RICE,NSF.PROJECT.OBS,Oryza sativa,GSOR301108,GSOR301108,NSF-TV 116,Unknown,NSFTV116,GSOR301108,1882731,4.9,15,0,3,2,4,91,2,6.9,2.6,25.96,6,136,3,8.2,9.16,24
RICE,NSF.PROJECT.OBS,Oryza sativa,GSOR301109,GSOR301109,O-Luen-Cheung,Taiwan,NSFTV117,IRGC8179,1882732,7,22,0,1.8,2,3,83,5,5.5,2.6,21.77,6,135,7,10,7.9,0
RICE,NSF.PROJECT.OBS,Oryza sativa,GSOR301110,GSOR301110,Oro,Chile,NSFTV118,PI439118,1882733,7,25,0,3,2,2,73,2,5.6,3.1,20.64,3,107,3,7.5,7.85,
RICE,NSF.PROJECT.OBS,Oryza sativa,GSOR301111,GSOR301111,Oryzica Llanos 5,Colombia,NSFTV119,PI584668,1882734,7,24,0,6,2,6,114,2,7.3,2.2,23.26,2,91,3,7.4,9.94,21
